
https://www.goodreads.com/book/show/105986.The_Code_of_the_Woosters,The Code of the Woosters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299729089l/105986.jpg,"Take Gussie Fink-Nottle, Madeline Bassett, old Pop Bassett, the unscrupulous Stiffy Byng, the Rev., an 18th-century cow-creamer, a small brown leather covered notebook and mix with a dose of the aged aunt Dahlia and one has a dangerous brew which spells toil and trouble for Bertie and Jeeves.",4.32,23551,1670,Fiction,286,P.G. Wodehouse,en
https://www.goodreads.com/book/show/13517455-reboot,Reboot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350931774l/13517455.jpg,"Five years ago, Wren Connolly was shot three times in the chest. After 178 minutes she came back as a Reboot: stronger, faster, able to heal, and less emotional. The longer Reboots are dead, the less human they are when they return. Wren 178 is the deadliest Reboot in the Republic of Texas. Now seventeen years old, she serves as a soldier for HARC (Human Advancement and Repopulation Corporation).Wren’s favorite part of the job is training new Reboots, but her latest newbie is the worst she’s ever seen. As a 22, Callum Reyes is practically human. His reflexes are too slow, he’s always asking questions, and his ever-present smile is freaking her out. Yet there’s something about him she can’t ignore. When Callum refuses to follow an order, Wren is given one last chance to get him in line—or she’ll have to eliminate him. Wren has never disobeyed before and knows if she does, she’ll be eliminated, too. But she has also never felt as alive as she does around Callum.The perfect soldier is done taking orders.",3.9,30955,3628,Young Adult,365,Amy Tintera,en
https://www.goodreads.com/book/show/13638131-the-unbound,The Unbound,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361898093l/13638131.jpg,"Each body has a story to tell, a life seen in pictures only Librarians can read. The dead are called Histories, and the vast realm in which they rest is the Archive.Last summer, Mackenzie Bishop, a Keeper tasked with stopping violent Histories from escaping the Archive, almost lost her life to one. Now, as she starts her junior year at Hyde School, she’s struggling to get her life back. But moving on isn’t easy, not when her dreams are haunted by what happened. She knows the past is past, knows it cannot hurt her, but it feels so real. When her nightmares begin to creep into her waking hours, she starts to wonder if she’s truly safe.Meanwhile, people are vanishing without a trace, and the only thing they seem to have in common is Mackenzie. She’s sure the Archive knows more than they are letting on, but before she can prove it, she becomes the prime suspect. Unless Mac can track down the real culprit, she’ll lose everything: not only her role as Keeper, but her memories – and even her life. Can Mackenzie untangle the mystery before she herself unravels?",4.23,12969,2095,Fantasy,360,Victoria Schwab,en
https://www.goodreads.com/book/show/18406862-sinner,Sinner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386955513l/18406862.jpg,"found.Cole St. Clair has come to California for one reason: to get Isabel Culpeper back. She fled from his damaged, drained life, and damaged and drained it even more. He doesn't just want her. He needs her. lost. Isabel is trying to build herself a life in Los Angeles. It's not really working. She can play the game as well as all the other fakes...but what's the point? What is there to win?sinner.Cole and Isabel share a past that never seemed to have a future. They have the power to save each other and the power to tear each other apart. The only thing for certain is that they cannot let go.",3.9,20108,2903,Young Adult,357,Maggie Stiefvater,en
https://www.goodreads.com/book/show/23848559-furiously-happy,Furiously Happy: A Funny Book About Horrible Things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523830369l/23848559.jpg,"#1 New York Times BestsellerIn Furiously Happy, a humor memoir tinged with just enough tragedy and pathos to make it worthwhile, Jenny Lawson examines her own experience with severe depression and a host of other conditions, and explains how it has led her to live life to the fullest:""I've often thought that people with severe depression have developed such a well for experiencing extreme emotion that they might be able to experience extreme joy in a way that ‘normal people' also might never understand. And that's what Furiously Happy is all about.""Jenny’s readings are standing room only, with fans lining up to have Jenny sign their bottles of Xanax or Prozac as often as they are to have her sign their books. Furiously Happy appeals to Jenny's core fan base but also transcends it. There are so many people out there struggling with depression and mental illness, either themselves or someone in their family—and in Furiously Happy they will find a member of their tribe offering up an uplifting message (via a taxidermied roadkill raccoon). Let's Pretend This Never Happened ostensibly was about embracing your own weirdness, but deep down it was about family. Furiously Happy is about depression and mental illness, but deep down it's about joy—and who doesn't want a bit more of that?",3.89,138964,13916,Nonfiction,329,Jenny  Lawson,en
https://www.goodreads.com/book/show/13088498-nerve,Nerve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338287597l/13088498.jpg,"ARE YOU PLAYING THE GAME OR IS THE GAME PLAYING YOU?Vee doesn't know if she has the guts to play NERVE, an anonymous online game of dares. But whoever's behind the game knows exactly what she wants, enticing her with lustworthy prizes and a sizzling-hot partner. With Ian on her team, it's easy to agree to another dare. And another. And another. At first it's thrilling as the Watchers cheer them on to more dangerous challenges. But suddenly the game turns deadly. Will Vee and Ian risk their lives for the Grand Prize dare, or will they lose NERVE?",3.36,21835,3201,Young Adult,304,Jeanne Ryan,en
https://www.goodreads.com/book/show/172734.DragonSpell,DragonSpell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442199313l/172734._SY475_.jpg,"One Dragon Egg Holds the Key to the Future.Once a slave, Kale is given the unexpected opportunity to become a servant to Paladin. Yet this young girl has much to learn about the difference between slavery and service. A Desperate Search Begins…A small band of Paladin’s servants rescue Kale from danger but turn her from her destination: The Hall, where she was to be trained. Feeling afraid and unprepared, Kale embarks on a perilous quest to find the meech dragon egg stolen by the foul Wizard Risto. First, she and her comrades must find Wizard Fenworth. But their journey is threatened when a key member of the party is captured, leaving the remaining companions to find Fenworth, attempt an impossible rescue, and recover the egg whose true value they have not begun to suspect…Weaving together memorable characters, daring adventure, and a core of eternal truth, Dragonspell is a finely crafted and welcome addition to the corpus of fantasy fiction.",3.9,12252,599,Fantasy,339,Donita K. Paul,en
https://www.goodreads.com/book/show/153797.The_Immortals,The Immortals,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378735988l/153797.jpg,The Immortals: Wild Magic; Wolf Speaker; Emperor Mage; the Realms of the Gods,4.58,7743,89,Fantasy,657,Tamora Pierce,en
https://www.goodreads.com/book/show/32421.Velocity,Velocity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924205l/32421.jpg,"Dean Koontz's unique talent for writing terrifying thrillers with a heart and soul is nowhere more evident than in this latest suspense masterpiece that pits one man against the ultimate deadline. If there were speed limits for the sheer pulse-racing excitement allowed in one novel, ""Velocity"" would break them all. Get ready for the ride of your life. Bill Wiles is an easygoing, hardworking guy who leads a quiet, ordinary life. But that is about to change. One evening, after his usual eight-hour bartending shift, he finds a typewritten note under the windshield wiper of his car. 
""If you don't take this note to the police and get them involved, I will kill a lovely blond schoolteacher. If you do take this note to the police, I will instead kill an elderly woman active in charity work. You have four hours to decide. The choice is yours.""
It seems like a sick joke, and Bill's friend on the police force, Lanny Olson, thinks so too. His advice to Bill is to go home and forget about it. Besides, what could they do even if they took the note seriously? No crime has actually been committed. But less than twenty-four hours later, a young blond schoolteacher is found murdered, and it's Bill's fault: he didn't convince the police to get involved. Now he's got another note, another deadline, another ultimatum...and two new lives hanging in the balance. Suddenly Bill's average, seemingly innocuous life takes on the dimensions and speed of an accelerating nightmare. Because the notes are coming faster, the deadlines growing tighter, and the killer becoming bolder and crueler with every communication--until Bill is isolated with the terrifying knowledge that he alone has the power of life and death over a psychopath's innocent victims. Until the struggle between good and evil is intensely personal. Until the most chilling words of all are: ""The choice is yours.""",3.87,61160,1937,Horror,460,Dean Koontz,en
https://www.goodreads.com/book/show/189811.King_of_the_Murgos,King of the Murgos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172550298l/189811.jpg,"In this second book of The Malloreon, Garion and Ce'nedra continue the quest begun in Guardians of the West. In their party travel the immortal Belgarath the Sorcerer, his daughter Polgara the Sorceress, and the little Drasnian, Silk.Garion knows that it is the mysterious figure Zandramas who is responsible for the abduction of his infant son, and he and his companions journey many miles and encounter many strange beings in their search for him.Their way leads through the foul swamps of Nyissa, ruled over by the Snake-Queen, and on into the dark kingdom of the Murgos, where human sacrifices are still made to the dead god Torak. Further on, however, even beyond those forbidding lands, they must face the ultimate danger - not only to themselves but to all mankind...THUS CONTINUES BOOK TWO OF THE MALLOREON",4.07,55842,360,Fantasy,418,David Eddings,en
